"id","uid","text","attitudes","comments","reposts","scheme"
779,"4187149953527985","#一点植物学# 来喝沙巴的米酒了。特别提示：酗酒有害健康。 马来西亚·沙巴 植物人史军的秒拍视频","30","4",0,"https://m.weibo.cn/status/FAzareNMZ?mblogid=FAzareNMZ&luicode=10000011&lfid=1076031410812623"
780,"4187122079077881","五叶地锦，前味甜，中味苦，后味麻舌头。总结，不要吃","88","28",14,"https://m.weibo.cn/status/FAyrtC5zr?mblogid=FAyrtC5zr&luicode=10000011&lfid=1076031410812623"
781,"4187108019565211","漂亮","40","4",11,"https://m.weibo.cn/status/FAy4NE8lB?mblogid=FAy4NE8lB&luicode=10000011&lfid=1076031410812623"
782,"4187091472286824","我这里需要梨汤好热，要补水。","33","4",7,"https://m.weibo.cn/status/FAxE79AUg?mblogid=FAxE79AUg&luicode=10000011&lfid=1076031410812623"
783,"4187087936450579","今晚睡这里带感。 马来西亚·沙巴","129","27",2,"https://m.weibo.cn/status/FAxypr45B?mblogid=FAxypr45B&luicode=10000011&lfid=1076031410812623"
784,"4187062959771601","#一点植物学# 在沙巴茶园喝茶，吃绿茶茶点虽然喝的是红茶。这里种的是普洱茶这个种，也就是国外说的阿萨姆种哦。导游Timy哥问，“为啥做出来的茶没有普洱茶卖的贵呢？”嗯，这是个好问题 马来西亚·沙巴茶园长屋式酒店(Sabah Tea Garden-Longhouses)","45","27",0,"https://m.weibo.cn/status/FAwU7F02t?mblogid=FAwU7F02t&luicode=10000011&lfid=1076031410812623"
785,"4187016561871995","#一点植物学#榴莲，是一种争议比较大的水果，爱吃它们的人呢，说它奶油口感，及其细腻，味道么也许闻起来有些差但是吃起来很美味啊。而不喜欢它的人呢，原因很简单：臭！在热带国家的史军老师怎么能放过榴莲同学呢？你们看，这就吃起来了，在吃，还在吃，一直在吃，边吃边说好吃好吃，这个享受哇。恩， ...全文","119","103",11,"https://m.weibo.cn/status/FAvHi7QZt?mblogid=FAvHi7QZt&luicode=10000011&lfid=1076031410812623"
786,"4187005782362313","因为正面的细胞（叶上表皮）通常比较致密，也就比较重了。","182","25",38,"https://m.weibo.cn/status/FAvpU9UxP?mblogid=FAvpU9UxP&luicode=10000011&lfid=1076031410812623"
787,"4187005183191700","祝愉快享用好空气","24","0",0,"https://m.weibo.cn/status/FAvoWdoj2?mblogid=FAvoWdoj2&luicode=10000011&lfid=1076031410812623"
788,"4186988820843314","番木瓜啊，雌性，请吃大餐哦","39","30",0,"https://m.weibo.cn/status/FAuYy3xnQ?mblogid=FAuYy3xnQ&luicode=10000011&lfid=1076031410812623"
789,"4186988418097142","是一种西番莲，很好吃，甜口的","38","10",1,"https://m.weibo.cn/status/FAuXTxYr4?mblogid=FAuXTxYr4&luicode=10000011&lfid=1076031410812623"
790,"4186975349089618","在马来西亚看到釆集燕窝，这个洞每年一共采集5000公斤的燕窝。据说现在的采集标准是那些已经使用完的巢，也就是小鸟已经出巢的巢，不知道这种说法是否准确？@鸟窝里的猫妖 @国家动物博物馆员工","29","50",10,"https://m.weibo.cn/status/FAuCOC8CK?mblogid=FAuCOC8CK&luicode=10000011&lfid=1076031410812623"
791,"4186788140289331","#植物人的深夜放毒时间# 大马山打根海鲜肉骨茶，就是用熬好的汤底（有当归，丁香，胡椒调味)来烫熟各种海鲜料，泥鯭和大虾相当不错。配上青柠做成的橘子冰，赞爆了","96","16",6,"https://m.weibo.cn/status/FApKS1dgD?mblogid=FApKS1dgD&luicode=10000011&lfid=1076031410812623"
792,"4186783568265691","#一点植物学# 在婆罗洲雨林，看世界上最小的大象，个头只有非洲象的四分之一，还有惬意的红毛猩猩","98","9",6,"https://m.weibo.cn/status/FApDuyGhB?mblogid=FApDuyGhB&luicode=10000011&lfid=1076031410812623"
793,"4186654183329904","#一点植物学#身在马来西亚的山打根雨林中，史军老师仿佛置身天堂，十分的开心啊。那今天来说说点儿什么呢？雨林奇观之老茎生花。花朵和果实不在枝头，都长在粗粗的树干上去了，而它们为了适应雨林，会产生一种奇观---老茎生花。雨林里的苹婆究竟长到多大？老茎生花又是什么样子？啊，史军老师居然被蚂 ...全文","91","24",13,"https://m.weibo.cn/status/FAmgOdYg8?mblogid=FAmgOdYg8&luicode=10000011&lfid=1076031410812623"
794,"4186624944219834","回复@傲松SONG:就是这感觉，可能有人喜欢窒息快感（特别提示：珍爱生命，不完过分的游戏）//@傲松SONG:感觉像一颗曼妥思卡在喉咙，上下不了","39","29",6,"https://m.weibo.cn/status/FAlvEhHLQ?mblogid=FAlvEhHLQ&luicode=10000011&lfid=1076031410812623"
795,"4186619776847146","#一点植物学# 山打根市场里的槟榔三件套，槟榔、蒌叶和贝壳粉。只有混了石灰或者贝壳粉，槟榔汁液才会变红。特别提示，嚼槟榔有导致口腔癌风险我吃不了槟榔，一吃就感觉有人掐我的脖子","95","90",40,"https://m.weibo.cn/status/FAlnjsJfQ?mblogid=FAlnjsJfQ&luicode=10000011&lfid=1076031410812623"
796,"4186569004599189","#一点植物学#不明植物中毒牵动了整个微博植物圈，这件事儿给我们上了一课，让大家可以了解一些事情。
1.野生植物不是好惹，到处都是风险陷阱，北方的乌头，南方钩吻都是致命的。
2.分辨植物并不简单，特别是无花无果的时候，我经常讲看叶子基本等同于看人的腿毛就是这个意思。
植物学工作者都很难认出 ...全文","396","168",322,"https://m.weibo.cn/status/FAk3qjist?mblogid=FAk3qjist&luicode=10000011&lfid=1076031410812623"
797,"4186424155191392","#植物人的深夜放毒时间#在山打根的榴莲乳酪蛋糕面前，控制体重计划完了，完了，完了 马来西亚 植物人史军的秒拍视频","67","26",3,"https://m.weibo.cn/status/FAghNlMw8?mblogid=FAghNlMw8&luicode=10000011&lfid=1076031410812623"
798,"4186407586571471","看叶子真的无力，请熟福建植物的帮认🙏","30","46",34,"https://m.weibo.cn/status/FAfR4rzxt?mblogid=FAfR4rzxt&luicode=10000011&lfid=1076031410812623"
799,"4186403196178829","答对//@月千湄：马来熊","13","2",1,"https://m.weibo.cn/status/FAfJZpVox?mblogid=FAfJZpVox&luicode=10000011&lfid=1076031410812623"
800,"4186396723458754","#一点植物学# 猜猜这是谁的甜品在马来西亚的雨林里。 马来西亚 植物人史军的秒拍视频","19","9",3,"https://m.weibo.cn/status/FAfzyevMm?mblogid=FAfzyevMm&luicode=10000011&lfid=1076031410812623"
801,"4186353640615045","//@开水族馆的生物男：1.似鲹。2.各种裸颊鲷，鲹。3.某鲹。4.某鲷。5.某魣。6.鲣。7.斑点鸡笼鲳。8.牛鼻鲼。9.圆燕鱼","26","3",4,"https://m.weibo.cn/status/FAes42A05?mblogid=FAes42A05&luicode=10000011&lfid=1076031410812623"
802,"4186345548705432","#一点植物学# 鱼鱼鱼，山打根市场的一堆鱼，求助开水哥 @开水族馆的生物男 。 马来西亚","32","17",19,"https://m.weibo.cn/status/FAef0AwGc?mblogid=FAef0AwGc&luicode=10000011&lfid=1076031410812623"
803,"4186330893841759","To my love 马来西亚·沙巴","131","37",7,"https://m.weibo.cn/status/FAdRng7pR?mblogid=FAdRng7pR&luicode=10000011&lfid=1076031410812623"
804,"4186291790586011","#一点植物学#品品椰子汁，逛逛蔬果店~史军老师在马来西亚的生活真是惬意至极。没想到在热带国家一个普普通通的蔬果店，水果蔬菜竟然这么齐全。给大家点点名啊，土瓜、莲雾、超级大颗的菠萝、大兜儿大兜儿的番石榴、酸甜可口的百香果等等。各色水果蔬菜，整颗的，切块儿的应有尽有，可以说是琳琅满目了 ...全文","60","17",66,"https://m.weibo.cn/status/FAcQj2srN?mblogid=FAcQj2srN&luicode=10000011&lfid=1076031410812623"
805,"4186256692980316","没有办法放掉吗？//@开水族馆的生物男:然而，这些并不是为了鱼翅啊……正常食用的话，头不吃挺浪费的//@洞庭湖De老麻雀:鲨鱼是海洋中的顶级掠食者，因此也是重金属富集者。吃鲨鱼肉本身也危害自己。","17","11",26,"https://m.weibo.cn/status/FAbVHcvjC?mblogid=FAbVHcvjC&luicode=10000011&lfid=1076031410812623"
806,"4186241261737566","回复@嗳嗳程岚潴B:家禽家畜作物提供人必须的营养，鲨鱼提供什么。这种逻辑我只能评论为无脑//@嗳嗳程岚潴B:那你再看到的一大堆猪头说，我们不该吃猪，看到牛头就说不该吃牛。么？那么我们全吃素的话，，植物也受伤啊。。。","98","48",13,"https://m.weibo.cn/status/FAbwO7i1g?mblogid=FAbwO7i1g&luicode=10000011&lfid=1076031410812623"
807,"4186226183048801","#不吐不快# 早上在鱼市看到一堆鲨鱼头，太惨了，海洋中的顶级掠食者落的如此下场，而且是大小通杀。转给身边那些喜欢吃鱼翅的朋友吧。没有买卖就没有杀害。 马来西亚","114","67",91,"https://m.weibo.cn/status/FAb8ucN8d?mblogid=FAb8ucN8d&luicode=10000011&lfid=1076031410812623"
808,"4186200812310325","马来西亚，山打根逛早市，看看有啥好吃的 微博直播","42","17",3,"https://m.weibo.cn/status/FAatz9H1j?mblogid=FAatz9H1j&luicode=10000011&lfid=1076031410812623"
809,"4186057693754996","红豆杉，红色种托没啥毒性，可吃，味甜微涩。但种子有毒不能吃。","69","26",8,"https://m.weibo.cn/status/FA6KJfKQs?mblogid=FA6KJfKQs&luicode=10000011&lfid=1076031410812623"
810,"4186021937205575","世界上最酸的果子 查看图片 //@早睡边儿：菜市场买的黄色旧旧的叫Kapa啥的那个橘子，味道还没说呢","41","13",0,"https://m.weibo.cn/status/FA5P3ueuX?mblogid=FA5P3ueuX&luicode=10000011&lfid=1076031410812623"
811,"4186007165397175","回复@摇钱树苗2010:八块人民币，200ml//@摇钱树苗2010:价钱多少","33","22",0,"https://m.weibo.cn/status/FA5remE3d?mblogid=FA5remE3d&luicode=10000011&lfid=1076031410812623"
812,"4186000391404432","#一点植物学# 马来西亚行，山打根的画风牛屎挞和树仔菜汤粉都超棒，海景也超棒 马来西亚·山打根福朋喜来登酒店(Four Points by Sheraton Sandakan)","87","15",3,"https://m.weibo.cn/status/FA5gj5Tm8?mblogid=FA5gj5Tm8&luicode=10000011&lfid=1076031410812623"
813,"4186000319980062","来来来，喝个神奇的水猜猜啥味儿 植物人史军的秒拍视频","47","33",5,"https://m.weibo.cn/status/FA5gbFSgK?mblogid=FA5gbFSgK&luicode=10000011&lfid=1076031410812623"
814,"4185950848245765","#一点植物学# 雨林虽美，却会过敏，不要乱摸是重点","249","70",22,"https://m.weibo.cn/status/FA3YoyB6d?mblogid=FA3YoyB6d&luicode=10000011&lfid=1076031410812623"
815,"4185931667526188","#一点植物学#前两天有一个新闻，大致是说奶奶在海南，给在长春的孙子寄了一颗椰子，收到椰子后整整砸了半个小时，收获了一大坨椰子沙冰。所以北方小伙伴们在寒风中瑟瑟发抖，史军老师在温暖的马来西亚开心的喝着椰子汁。嘿嘿，然而，椰子汁从哪里来，它最后又到了哪里去？一起来了解一下椰子吧！ ...全文","127","46",21,"https://m.weibo.cn/status/FA3tsvzU8?mblogid=FA3tsvzU8&luicode=10000011&lfid=1076031410812623"
816,"4185882393596685","山打根的雨林哦，看榴莲，找大王花 微博直播","37","29",2,"https://m.weibo.cn/status/FA2bZf5F3?mblogid=FA2bZf5F3&luicode=10000011&lfid=1076031410812623"
817,"4185833982070863","#一点植物学# 在大马机场碰到的神奇饮料，尝尝尝 沙巴国际机场 植物人史军的秒拍视频","53","20",4,"https://m.weibo.cn/status/FA0VU8GJ1?mblogid=FA0VU8GJ1&luicode=10000011&lfid=1076031410812623"
818,"4185716126984205","#植物人的深夜放毒时间# 沙巴水果餐，这百香果是我吃过的味道最好的百香果，一公斤只要5马币椰浆甜品也超特别，像云南的米凉虾，但是多了椰子浓香。 马来西亚·东姑阿都拉曼公园","120","35",3,"https://m.weibo.cn/status/FzXROtiUt?mblogid=FzXROtiUt&luicode=10000011&lfid=1076031410812623"
819,"4185701815928661","手癌了，莲雾//@植物人史军:长籽是正常的，人类吃的无籽榴莲才是畸形儿","63","21",1,"https://m.weibo.cn/status/FzXuJoSjz?mblogid=FzXuJoSjz&luicode=10000011&lfid=1076031410812623"
820,"4185700695501273","长籽是正常的，人类吃的无籽榴莲才是畸形儿","36","12",4,"https://m.weibo.cn/status/FzXsVn58d?mblogid=FzXsVn58d&luicode=10000011&lfid=1076031410812623"
821,"4185642604920603","#一点植物学# 海岛的下午茶时光，美美的。沙巴是个好地方，大马是个好地方，大王花，红毛猩猩，海滩，蓝天，在北方的寒冬来这里太惬意。2018年1月26日还来这里，有同行的妹子，哦不对，有同行的同学不 马来西亚·沙巴","114","58",6,"https://m.weibo.cn/status/FzVXekE4z?mblogid=FzVXekE4z&luicode=10000011&lfid=1076031410812623"
822,"4185631980207314","沙巴海滩看日落🌄 微博直播","32","15",0,"https://m.weibo.cn/status/FzVG60RVM?mblogid=FzVG60RVM&luicode=10000011&lfid=1076031410812623"
823,"4185587399369332","沙巴博物馆之旅 微博直播","38","24",0,"https://m.weibo.cn/status/FzUwbDjog?mblogid=FzUwbDjog&luicode=10000011&lfid=1076031410812623"
824,"4185571113119397","#一点植物学#这个时候中国北方已经一片萧瑟，几乎没有植物了，所以，来到马来西亚的史军老师仿佛置身天堂，哈哈~今天介绍的植物叫做树仔菜，初次见到它感觉像是绿化植物，但是从名字就知道，它是一种蔬菜。所以看它们植株的尖端都被掐去了，被拿去炒鸡蛋了，很美味。 它们的小花儿也是很好看的，长得位 ...全文","67","22",8,"https://m.weibo.cn/status/FzU5Vd5uR?mblogid=FzU5Vd5uR&luicode=10000011&lfid=1076031410812623"
825,"4185488900691981","早晨去逛沙巴菜市场，找水果，找海鲜. 微博直播","70","161",4,"https://m.weibo.cn/status/FzRXk2U0Z?mblogid=FzRXk2U0Z&luicode=10000011&lfid=1076031410812623"
826,"4185359673989678","#植物人的深夜放毒时间# 沙巴的红树林牛杂粉，都很美。树上挂满白鹭，汤锅里的牛肚软糯带劲，调料居然是香芹你说该看红树呢，还是该开吃呢","82","34",4,"https://m.weibo.cn/status/FzOATgJTE?mblogid=FzOATgJTE&luicode=10000011&lfid=1076031410812623"
827,"4185314240830585","准备找个能做熟的地方吃","32","27",7,"https://m.weibo.cn/status/FzNpC3u4x?mblogid=FzNpC3u4x&luicode=10000011&lfid=1076031410812623"
828,"4185285631709681","#一点植物学##玉米ME马来行#晚餐时间来个猛的，千万要慎点慎点慎点。菜市场的胖虫子如何生吃呢，看植物人来表演哦 植物人史军的秒拍视频","65","67",21,"https://m.weibo.cn/status/FzMFt7aLv?mblogid=FzMFt7aLv&luicode=10000011&lfid=1076031410812623"
829,"4185245463254527","回复@折翼丛林:马来已经很可怕了，海鲜，榴莲，菠萝蜜，还有各种娘惹菜。完了，我再也不敢说自己体重不会变了//@折翼丛林:回复@植物人史军:来四川呀，一天一斤","45","21",21,"https://m.weibo.cn/status/FzLCGdEEn?mblogid=FzLCGdEEn&luicode=10000011&lfid=1076031410812623"
830,"4185242774831314","#一点植物学# 在马来西亚选榴莲了啊！把新鲜的是好榴莲！老师，北京的榴莲把都是干的！老师… 植物人史军的秒拍视频","44","35",10,"https://m.weibo.cn/status/FzLylkgQq?mblogid=FzLylkgQq&luicode=10000011&lfid=1076031410812623"
831,"4185205537503159","#一点植物学#来到了马来西亚的史军老师，放飞了自我，很哈皮的样子~所以介绍的水果听起来也比较重口味，红毛榴莲！榴莲味道就够大的了，还得是红毛的，得什么味道啊。史军老师逮到了，一个正在喝红毛榴莲汁的小哥哥，采访了一下，到底是啥口味。红毛榴莲到底是什么水果，长什么样子，它的果汁又究竟是 ...全文","83","34",7,"https://m.weibo.cn/status/FzKAhvtUH?mblogid=FzKAhvtUH&luicode=10000011&lfid=1076031410812623"
832,"4185181349065581","#一点植物学#马来西亚的新鲜菜，树仔菜，结合了云南的刺五加（白簕）和落葵的特点，微苦脆嫩，炒鸡蛋是绝配啊，这盘菜就让我扒拉了两碗饭。不行了，感觉自己进入了发福车道了","104","67",33,"https://m.weibo.cn/status/FzJXgC2n3?mblogid=FzJXgC2n3&luicode=10000011&lfid=1076031410812623"
833,"4184981490619169","#植物人的深夜放毒时间# 大马沙巴第一餐，榴莲冰激凌加咸味玉米片，美美的","131","29",5,"https://m.weibo.cn/status/FzEKV2B4B?mblogid=FzEKV2B4B&luicode=10000011&lfid=1076031410812623"
834,"4184867295515611","#一点植物学# Jingle bells！Jingle bells！ Jingle all the way！伴随着欢快的圣诞歌曲，史军老师即将去温暖的东南亚过冬啦。在圣诞气氛浓郁的北京首都国际机场，我们见到了一种圣诞节的装饰植物。它的名字，就叫做圣诞红。红红绿绿的颜色跟圣诞节倒是很般配，但是，那红色的一片片可不是它们的花瓣哦 ...全文","46","11",7,"https://m.weibo.cn/status/FzBMJn8Rt?mblogid=FzBMJn8Rt&luicode=10000011&lfid=1076031410812623"
835,"4184788234128097","#值得吃水果# 收到 @你的小卷心菜 的柿饼，跟我童年记忆里的完全不一样，山西老家的柿饼真的是饼布满糖霜，还有咬劲。富平这个柿饼还保持着原始的形状，里面的肉也是软软的，喜欢软甜的朋友会喜欢。","79","46",13,"https://m.weibo.cn/status/FzzJdhjUd?mblogid=FzzJdhjUd&luicode=10000011&lfid=1076031410812623"
836,"4184786290869949","这说法过分了，即便是毒品植物也不粪坑，啥坏事儿都装。坏事儿的根源都在人类自己身上。//@真希:为什么种植了这种东西的土地就不能种植其他作物了？@植物人史军 //@营养医师王兴国: 回复@远离中医药:“也门人在嚼卡特叶时并不会将树叶吞进肚子，而是反复在口中咀嚼，挤出汁液后就着凉水咽下","41","18",11,"https://m.weibo.cn/status/FzzG53Ejr?mblogid=FzzG53Ejr&luicode=10000011&lfid=1076031410812623"
837,"4184581572381630","池杉的球果和蛇莓","44","30",1,"https://m.weibo.cn/status/FzulT9Zzo?mblogid=FzulT9Zzo&luicode=10000011&lfid=1076031410812623"
838,"4184562844420889","就着北京的温度吃，正合适","34","7",7,"https://m.weibo.cn/status/FztRGiy4F?mblogid=FztRGiy4F&luicode=10000011&lfid=1076031410812623"
839,"4184551821198706","这大概是座驾最豪的水葫芦","96","27",19,"https://m.weibo.cn/status/FztzU51PY?mblogid=FztzU51PY&luicode=10000011&lfid=1076031410812623"
840,"4184541478718808","#一点植物学#冬青卫矛，像不像某种武器的名字？然而，它却是北方常见一种植物的名字，冬天的它们仍然绿意盎然。此时，它们已经长出了冬芽，芽儿上有鳞片覆盖可以帮助它们抵御寒冬。它们的叶片也非常的厚实，表面有很厚的保护层，有助于它们保持叶片的水份，防止被渴死。而它们还会分泌抗冻的糖和氨基酸 ...全文","69","21",18,"https://m.weibo.cn/status/FztjdAA9W?mblogid=FztjdAA9W&luicode=10000011&lfid=1076031410812623"
841,"4184436176077032","","61","8",24,"https://m.weibo.cn/status/FzqznpuUE?mblogid=FzqznpuUE&luicode=10000011&lfid=1076031410812623"
842,"4184423676962358","好玩，虽然现在是半冬","43","9",2,"https://m.weibo.cn/status/Fzqfdtde6?mblogid=Fzqfdtde6&luicode=10000011&lfid=1076031410812623"
843,"4184271251392289","#植物人的深夜放毒时间# 涮肉，爽","59","26",0,"https://m.weibo.cn/status/Fzmhn5Qch?mblogid=Fzmhn5Qch&luicode=10000011&lfid=1076031410812623"
844,"4184255221065943","#不吐不快# 忽然发现一个火车票保护隐私的大bug星号打的是生日，这个信息难道不是最公开的信息吗？就不能遮身份证最后四位吗？那个才特殊标记啊","133","57",8,"https://m.weibo.cn/status/FzlRw4tiD?mblogid=FzlRw4tiD&luicode=10000011&lfid=1076031410812623"
845,"4184227971530132","聊聊加州大火！ 微博直播","33","47",6,"https://m.weibo.cn/status/Fzl9z6q3y?mblogid=Fzl9z6q3y&luicode=10000011&lfid=1076031410812623"
846,"4184154545158949","#值得吃水果# 橙先生的冰糖橙，果肉是脆甜口的，饱满多汁，口感跟橘橙真是两个极端。一个软，一个脆。除了小小塞牙这个毛病，也是完全的柑橘推荐指数四星。","40","9",2,"https://m.weibo.cn/status/Fzjf8lE4R?mblogid=Fzjf8lE4R&luicode=10000011&lfid=1076031410812623"
847,"4184120580287222","#一点植物学#油茶，第一次听到这个名字就想起来，可以冲成面糊儿的油茶~ 然而，它们并没有什么关系。我们所说的油茶，可以产茶树油，是一种非常重要的油料作物。现在它们正在开白色的花朵，过一段时候就可以结果了，种子是可以榨茶树油的。油茶和茶、山茶并称山茶家三元老。 [油茶] 拍摄坐标：安徽歙县 ...全文","58","17",13,"https://m.weibo.cn/status/Fzimm1cIC?mblogid=Fzimm1cIC&luicode=10000011&lfid=1076031410812623"
848,"4184087348350849","结束了小镇故事的拍摄。第一感觉是啥？累。居然在检票口睡着，误车了！对，在检票口误车了！但是导演摄像录音化妆剧务老师比我们嘉宾都累多了，大家目的是一样的，把有趣的故事呈现给大家期待小镇故事的上映 （据说这是发车票图片的正确姿势）","98","30",4,"https://m.weibo.cn/status/FzhuKz2r7?mblogid=FzhuKz2r7&luicode=10000011&lfid=1076031410812623"
849,"4184082609381065","#时间碎片#小宝时间 植物人史军的微博视频","79","15",1,"https://m.weibo.cn/status/Fzhn6Dmrv?mblogid=Fzhn6Dmrv&luicode=10000011&lfid=1076031410812623"
850,"4184045241282254","恭喜@blue莲花 1名用户获得【352X50金空气净化器一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：微博抽奖平台","14","5",1,"https://m.weibo.cn/status/FzgoQ5nzw?mblogid=FzgoQ5nzw&luicode=10000011&lfid=1076031410812623"
851,"4184043244959233","恭喜@GeSenBao 1名用户获得【352X50金空气净化器一台】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：微博抽奖平台 //@植物人史军:有必要跨界让植物流行起来//@青柚暖光：偶像居然不抽水果了话说最近在植物界以外混得很开啊","6","5",0,"https://m.weibo.cn/status/FzglCkO7D?mblogid=FzglCkO7D&luicode=10000011&lfid=1076031410812623"
852,"4183845718609663","来看花","61","14",19,"https://m.weibo.cn/status/Fzbd1A7Lx?mblogid=Fzbd1A7Lx&luicode=10000011&lfid=1076031410812623"
853,"4183755075657010","#一点植物学#江西路边的的绿篱中杜鹃依旧在骄傲的绽放。这样大朵大朵紫红色的杜鹃，在冬天里开放，可以说是非常美丽了。杜鹃呢，通常生活在高山区域，寒冷冰雪对它们来说都是小菜一碟。反而，把它们引种到平原地区却要花费很大的力气。耐寒不耐热是杜鹃家族的特点。所以，在家里养杜鹃的小伙伴，知道应 ...全文","50","14",8,"https://m.weibo.cn/status/Fz8QPnJE6?mblogid=Fz8QPnJE6&luicode=10000011&lfid=1076031410812623"
854,"4183554865341434","#植物人的深夜放毒时间# 猕猴桃泡酒，诱人不？","65","38",4,"https://m.weibo.cn/status/Fz3DUmpya?mblogid=Fz3DUmpya&luicode=10000011&lfid=1076031410812623"
855,"4183392687662296","#一点植物学#今天介绍的植物叫做八角金盘，不知道为什么听到这个名字总想起西游记的金角大王。呃，继续科普，大家看到八角金盘的小果子的时候是不是觉得眼熟呢，没有错因为它们长的清新淡雅，很有情调，所以被当做插花店里的花材来使用。那又为什么叫八角金盘呢？视频里照答案吧。 [八角金盘] 拍摄坐标 ...全文","75","25",11,"https://m.weibo.cn/status/FyZqkw9jq?mblogid=FyZqkw9jq&luicode=10000011&lfid=1076031410812623"
856,"4183336266681894","有必要跨界让植物流行起来//@青柚暖光：偶像居然不抽水果了话说最近在植物界以外混得很开啊","20","4",3,"https://m.weibo.cn/status/FyXXks2gu?mblogid=FyXXks2gu&luicode=10000011&lfid=1076031410812623"
857,"4183332729928086","确有好处抗氧化性，这个确实有一些，但是比起看到这么美的颜色带来的好心情，一切都不重要了。周末早晨从好色彩开始","68","19",3,"https://m.weibo.cn/status/FyXRCFEKq?mblogid=FyXRCFEKq&luicode=10000011&lfid=1076031410812623"
858,"4183166195045138","#一点植物学#在江西的宜春，寻觅到了矮牵牛。但是矮牵牛，不是牵牛，它是茄子家族的成员，我们看它的长相跟茄子还是有的一比。它们的花期是从晚春一直可以开到冬天，只要条件合适它们就可以开花。所以，矮牵牛真的是一种漂亮的庭院观赏植物哦。 [矮牵牛] 拍摄坐标：江西宜春 本视频由@玉米实验室 提供 ...全文","59","21",14,"https://m.weibo.cn/status/FyTx1latc?mblogid=FyTx1latc&luicode=10000011&lfid=1076031410812623"
859,"4183137255169687","感谢@352空气净化器 @里斯352 送了几台“土豪金”来家里撑场面，陋室突然蓬荜生辉。雾霾指数很快降到个位数，听不到噪音，晚上睡觉无感，如果不是灯亮着还以为没开机呢。独乐乐不如众乐乐，好东西必须广而告之，转发并@ 三位好友，送价值1799元的352 X50金1台，12.11的20点通过@微博抽奖平台 开奖，祝 ...全文","127","232",639,"https://m.weibo.cn/status/FySMllGS3?mblogid=FySMllGS3&luicode=10000011&lfid=1076031410812623"
860,"4183071068904437","这样的杜鹃都是野生的，在野外生长特别缓慢，恢复起来更是特别慢。大家不要去买。没有买卖就没有伤害","162","62",284,"https://m.weibo.cn/status/FyR3ABmrX?mblogid=FyR3ABmrX&luicode=10000011&lfid=1076031410812623"
861,"4183046502480721","十字爵床，也叫鸟尾花，很好玩的花","69","13",8,"https://m.weibo.cn/status/FyQpYaplD?mblogid=FyQpYaplD&luicode=10000011&lfid=1076031410812623"
862,"4183010435340449","只能看出是伞形科植物的根，其他不好说","16","48",0,"https://m.weibo.cn/status/FyPtNmpih?mblogid=FyPtNmpih&luicode=10000011&lfid=1076031410812623"
863,"4182713630209041","#一点植物学#海杧果？芒果？傻傻分不清楚。既然只差一个字，果子又长的很像，那能吃嘛？坚定的回答，不能！吃了就会，中毒身亡！恩，海杧果的花呢，比芒果不知道要大多少倍，而且它的花朵有很明显的夹竹桃科植物的特点。但是，它开完花结果的时候就跟芒果非常相像了。所以，如何鉴别它们呢，仔细看视频 ...全文","69","21",18,"https://m.weibo.cn/status/FyHL50SnD?mblogid=FyHL50SnD&luicode=10000011&lfid=1076031410812623"
864,"4182607727631947","#一点植物学# 早上来一锅紫气东来脚板薯的花青素妥妥的再加点碱面","83","64",4,"https://m.weibo.cn/status/FyF0gw1pV?mblogid=FyF0gw1pV&luicode=10000011&lfid=1076031410812623"
865,"4182455394645627","就目前状态看，还应该是萝卜","58","12",6,"https://m.weibo.cn/status/FyB2zjuxt?mblogid=FyB2zjuxt&luicode=10000011&lfid=1076031410812623"
866,"4182455055482266","木瓜，看看就流口水🤤酸，酸到牙根了，啊啊，不行了。//@邱永峥-大象智库月满西楼:请教@植物人史军 这是什么？","29","39",3,"https://m.weibo.cn/status/FyB21n0bE?mblogid=FyB21n0bE&luicode=10000011&lfid=1076031410812623"
867,"4182410692570660","赞同@冈瓦纳 老师的说法，变现是个终极话题。 但我觉得这非常重要，如果一个产业没有合理的营收途径，任何内容创作，用户体验都是空谈而已，都会变成空中楼阁的 有趣的灵魂终会相聚，但还是要吃人间烟火的","42","13",5,"https://m.weibo.cn/status/FyzStaMKg?mblogid=FyzStaMKg&luicode=10000011&lfid=1076031410812623"
868,"4182393013287128","受酸碱的影响太大哈，红果汁转眼变绿脸，所以这色素太难用。","43","7",5,"https://m.weibo.cn/status/FyzpXdN8c?mblogid=FyzpXdN8c&luicode=10000011&lfid=1076031410812623"
869,"4182377658208460","对话","28","7",0,"https://m.weibo.cn/status/Fyz1byrow?mblogid=Fyz1byrow&luicode=10000011&lfid=1076031410812623"
870,"4182330946064983","发布了头条文章：《V+会员专刊NO.5 干了这杯葡萄酒，人类历史妥妥的在其中》 V+会员专刊NO.5 干了这杯葡萄酒，人类历史妥妥的在其中","28","2",6,"https://m.weibo.cn/status/FyxNQprMj?mblogid=FyxNQprMj&luicode=10000011&lfid=1076031410812623"
871,"4182321773190266","只是把朱顶红的叶子切了卖出来，就像拔了毛的白条鸡（好吧，瞎说什么大实话）","35","34",11,"https://m.weibo.cn/status/Fyxz3dnVU?mblogid=Fyxz3dnVU&luicode=10000011&lfid=1076031410812623"
